식품이름,1회제공량 (g),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g)
치즈팡라이스골드,169,0.0,43.4,0.0,10.53,474.77,0.0,9.65,0.0
치즈팡라이스바이트,177,0.0,44.46,0.0,9.52,664.97,0.0,9.73,0.0
치즈팡백미,109,0.0,10.18,0.0,2.87,199.24,0.0,1.97,0.0
치즈팡석쇠,127,0.0,23.56,0.0,5.61,281.65,0.0,2.74,0.0
치즈팡치즈크러스트,140,0.0,29.86,0.0,6.16,350.46,0.0,5.12,0.0
치즈팡팬,137,0.0,28.0,0.0,6.53,310.8,0.0,3.04,0.0
치즈팡흑미,109,0.0,10.47,0.0,3.05,199.24,0.0,1.97,0.0
치즈피자씬,135,0.0,41.99,0.0,4.94,868.46,0.0,15.8,0.0
치즈피자오리지널,106,0.0,14.95,0.0,2.32,405.56,0.0,4.77,0.0
치즈피자,156,0.0,34.32,0.0,14.04,1274.52,0.0,7.8,0.0
치즈피자레귤러,51,10.33,3.84,1.89,0.68,113.04,0.0,1.19,0.0
치즈피자스크린,80,21.54,10.44,7.58,2.99,320.86,0.0,4.44,0.0
치즈피자치크,119,25.22,34.49,27.31,4.38,932.57,0.0,13.35,0.0
치즈피자팬,89,27.82,11.72,6.2,1.85,439.84,0.0,3.83,0.0
치즈피자피타,50,7.98,4.64,4.14,0.72,107.75,0.0,2.68,0.0
치즈피자,117,0.0,22.43,0.0,8.78,825.92,0.0,4.93,0.0
치킨바비큐피자씬,100,0.0,16.37,0.0,2.64,373.18,0.0,6.41,0.0
칠리타코레귤러,60,11.26,4.93,3.0,1.44,125.24,0.0,1.66,0.0
칠리타코스크린,93,29.76,11.48,9.63,5.16,406.96,0.0,4.74,0.0
칠리타코치크,174,59.31,57.66,51.59,14.66,1576.06,0.0,24.88,0.0
칠리타코팬,107,38.24,13.74,10.44,4.61,527.0,0.0,5.76,0.0
칠리타코피타,78,17.48,8.86,9.07,2.98,215.71,0.0,5.39,0.0
캐리비안,159,0.0,39.03,0.0,8.05,470.91,0.0,9.03,0.0
캐리비안플러스,142,0.0,31.28,0.0,6.33,375.86,0.0,7.2,0.0
케이준쉬림프골드,182,0.0,53.45,0.0,13.3,634.74,0.0,11.19,0.0
콤비네이션바이트피자,109,0.0,14.82,0.0,5.56,672.09,0.0,5.34,0.0
콤비네이션피자씬,100,0.0,16.13,0.0,2.65,322.81,0.0,7.42,0.0
콤비네이션피자씬,158,0.0,39.5,0.0,6.32,1251.36,0.0,22.12,0.0
콤비네이션피자팬,163,0.0,44.01,0.0,11.41,1220.87,0.0,13.04,0.0
콤비네이션피자팬,130,0.0,28.6,0.0,7.8,778.7,0.0,7.8,0.0
콰트로치즈샌드,141,0.0,28.2,0.0,7.05,841.77,0.0,15.51,0.0
크라운포켓더블바비큐,194,0.0,36.86,0.0,17.46,1152.36,0.0,17.46,0.0
크라운포켓바비큐치킨,101,0.0,9.09,0.0,5.05,310.07,0.0,5.05,0.0
크라운포켓베이컨포테이토,105,0.0,9.45,0.0,4.2,313.95,0.0,5.25,0.0
크라운포켓수퍼슈프림,191,0.0,36.29,0.0,15.28,1262.51,0.0,19.1,0.0
크라운포켓직화불고기,192,0.0,38.4,0.0,15.36,1086.72,0.0,17.28,0.0
크라운포켓통베이컨스테이크,192,0.0,36.48,0.0,23.04,1244.16,0.0,21.12,0.0
크런치골드로스트비프,180,0.0,43.2,0.0,5.4,1674.0,0.0,19.8,0.0
크런치골드비프쉬림프,187,0.0,44.88,0.0,7.48,1785.85,0.0,18.7,0.0
크런치골드칠리쉬림프,195,0.0,46.8,0.0,9.75,1918.8,0.0,19.5,0.0
크런치골드로스트비프,100,0.0,14.96,0.0,2.55,529.63,0.0,4.83,0.0
크런치골드치즈킹,100,0.0,14.59,0.0,2.76,457.48,0.0,5.92,0.0
크런치골드칠리쉬림프,100,0.0,14.48,0.0,4.04,550.85,0.0,4.08,0.0
크레이지불새피자,107,0.0,17.44,0.0,5.89,733.91,0.0,4.17,0.0
크리스피감자피자씬,100,0.0,10.85,0.0,2.22,393.33,0.0,5.5,0.0
크리스피감자피자씬,171,0.0,35.91,0.0,8.55,1361.16,0.0,20.52,0.0
크리스피감자피자씬,137,0.0,21.92,0.0,5.48,871.32,0.0,13.7,0.0
크리스피감자피자팬,175,0.0,33.25,0.0,15.75,1312.5,0.0,10.5,0.0
크리스피감자피자팬,140,0.0,22.4,0.0,9.8,840.0,0.0,7.0,0.0
크림쉬림프피자,156,0.0,31.36,0.0,5.77,1138.8,0.0,15.29,0.0
타이타레피자씬,132,0.0,22.7,0.0,5.45,736.3,0.0,11.22,0.0
타이타레피자오리지널,164,0.0,33.29,0.0,7.53,981.7,0.0,10.5,0.0
토핑들의수다,187,0.0,43.01,0.0,18.7,1402.5,0.0,13.09,0.0
토핑들의수다킹,161,0.0,30.59,0.0,16.1,869.4,0.0,9.66,0.0
통감자새우피자,155,0.0,24.8,0.0,10.85,988.9,0.0,6.2,0.0
통돼지바베큐라이스골드,170,0.0,42.6,0.0,11.76,622.97,0.0,11.9,0.0
통돼지바베큐라이스바이트,180,0.0,46.87,0.0,14.81,584.14,0.0,5.08,0.0
통돼지바베큐백미떡도우,116,0.0,11.5,0.0,5.78,339.54,0.0,2.67,0.0
통돼지바베큐석쇠,125,0.0,22.62,0.0,8.04,399.29,0.0,3.29,0.0
통돼지바베큐치즈크러스트,149,0.0,32.53,0.0,11.77,533.75,0.0,4.47,0.0
통돼지바베큐팬,133,0.0,25.95,0.0,8.91,429.92,0.0,3.55,0.0
통돼지바베큐흑미떡도우,116,0.0,11.81,0.0,5.99,339.54,0.0,2.67,0.0
통돼지바베큐피자라이스골드,181,0.0,49.0,0.0,16.92,746.24,0.0,11.73,0.0
통돼지바베큐피자라이스바이트,189,0.0,50.1,0.0,16.07,958.32,0.0,11.87,0.0
통돼지바베큐피자석쇠,139,0.0,27.72,0.0,10.49,490.85,0.0,4.09,0.0
통돼지바베큐피자치즈크러스트,152,0.0,34.53,0.0,11.45,580.17,0.0,6.75,0.0
통돼지바베큐피자팬,149,0.0,32.53,0.0,11.77,533.75,0.0,4.47,0.0
통새우피자,196,0.0,47.04,0.0,17.64,2273.6,0.0,13.72,0.0
투인원골드,119,0.0,20.61,0.0,2.72,266.9,0.0,4.24,0.0
트리플미트,124,0.0,19.84,0.0,8.68,607.6,0.0,5.95,0.0
트리플치즈스위트피자,161,0.0,38.0,0.0,9.85,1112.67,0.0,22.86,0.0
트리플치즈콤비피자,170,0.0,38.93,0.0,9.89,1147.5,0.0,23.29,0.0
트위스트쉬림프,144,0.0,23.04,0.0,14.4,838.08,0.0,21.6,0.0
트윈크레페씬도우,89,0.0,8.9,0.0,4.45,337.31,0.0,4.45,0.0
파스트라미치크,162,88.87,49.03,28.53,8.3,1466.46,0.0,11.43,0.0
파스트라미피타,100,0.0,13.72,0.0,6.07,396.31,0.0,4.52,0.0
파스트라미브런치스크린,139,0.0,22.66,0.0,14.18,728.36,0.0,11.95,0.0
파스트라미브런치피타,115,0.0,17.14,0.0,8.74,483.11,0.0,16.22,0.0
파스트라미스크린,115,29.06,20.8,16.76,6.64,497.86,0.0,10.15,0.0
파스트라미팬,143,63.11,28.38,16.03,6.2,790.15,0.0,9.39,0.0
파스트라미피타,104,29.99,14.65,10.68,4.4,459.44,0.0,5.31,0.0
파인애플피자,173,0.0,38.06,0.0,20.76,1463.58,0.0,10.38,0.0
팬더블바비큐,104,0.0,11.44,0.0,1.04,444.08,0.0,3.12,0.0
팬바비큐치킨,103,0.0,11.33,0.0,1.03,458.35,0.0,3.09,0.0
팬베이컨포테이토,108,0.0,11.88,0.0,1.08,488.16,0.0,4.32,0.0
팬수퍼슈프림,193,0.0,42.46,0.0,3.86,1717.7,0.0,13.51,0.0
팬슈퍼슈프림,159,0.0,28.62,0.0,3.18,1170.24,0.0,9.54,0.0
팬야채,170,0.0,30.6,0.0,3.4,1184.9,0.0,10.2,0.0
팬직화불고기,194,0.0,44.62,0.0,3.88,1583.04,0.0,11.64,0.0
팬치즈,159,0.0,34.98,0.0,1.59,1257.69,0.0,14.31,0.0
팬페퍼로니,154,0.0,27.72,0.0,1.54,1133.44,0.0,9.24,0.0
팬하와이안,167,0.0,31.73,0.0,1.67,1224.11,0.0,10.02,0.0
페파로니바이트피자,107,0.0,15.73,0.0,5.99,694.54,0.0,5.89,0.0
페파로니피자씬,100,0.0,16.93,0.0,2.11,376.03,0.0,7.49,0.0
페파로니피자,172,0.0,43.76,0.0,12.87,1859.32,0.0,14.14,0.0
페퍼로니나폴리,89,0.0,13.53,0.0,1.6,313.28,0.0,4.45,0.0
페퍼로니씬,75,0.0,11.85,0.0,1.35,330.6,0.0,6.0,0.0
페퍼로니오리지널,114,0.0,20.63,0.0,1.64,607.62,0.0,7.75,0.0
페퍼로니라이스골드,139,207.11,33.51,617.02,4.66,306.54,4.35,10.15,34.88
페퍼로니라이스바이트,149,0.0,37.38,0.0,6.94,266.13,0.0,4.66,0.0
페퍼로니백미떡도우,148,0.0,19.12,0.0,3.12,289.67,0.0,5.15,0.0
페퍼로니석쇠,128,0.0,30.07,0.0,5.04,298.3,0.0,5.03,0.0
페퍼로니치즈크러스트,119,0.0,26.44,0.0,3.83,250.53,0.0,5.55,0.0
페퍼로니팬,101,0.0,18.75,0.0,3.16,179.1,0.0,3.01,0.0
페퍼로니흑미떡도우,170,0.0,31.4,0.0,5.39,499.1,0.0,8.87,0.0
페퍼로니레귤러,54,9.0,4.91,2.83,0.65,132.58,0.0,1.71,0.0
페퍼로니스크린,124,48.77,25.24,16.9,5.83,764.95,0.0,9.3,0.0
페퍼로니팬,127,51.31,25.69,13.99,4.06,747.37,0.0,8.35,0.0
페퍼로니피타,87,21.0,13.54,11.05,1.64,343.46,0.0,6.72,0.0
페퍼로니피자,100,0.0,16.19,0.0,3.38,400.74,0.0,3.3,0.0
페페로니피자,140,78.4,47.6,28.0,22.4,742.0,14.0,12.6,0.0
페페로니스크린,124,0.0,25.3,0.0,5.83,764.96,0.0,9.3,0.0
포테이토나폴리,125,0.0,17.5,0.0,3.88,385.75,0.0,5.62,0.0
포테이토씬,111,0.0,15.87,0.0,4.36,404.48,0.0,7.22,0.0
포테이토오리지널,150,0.0,31.35,0.0,10.85,730.8,0.0,11.25,0.0
포테이토골드,111,0.0,10.21,0.0,3.44,346.79,0.0,9.47,0.0
포테이토바이트피자,118,0.0,13.81,0.0,5.66,641.21,0.0,5.9,0.0
포테이토스위트히든엣지,166,0.0,28.67,0.0,12.78,995.83,0.0,11.06,0.0
포테이토피자,195,0.0,47.78,0.0,11.51,1696.5,0.0,14.23,0.0
포테이토스몰피자,169,0.0,32.11,0.0,10.14,782.47,0.0,13.52,0.0
포테이토골드,133,0.0,17.89,0.0,8.7,661.25,0.0,5.79,0.0
포테이토골드석쇠,121,0.0,20.78,0.0,6.18,201.86,0.0,4.96,0.0
포테이토골드석쇠피자,100,0.0,12.11,0.0,2.04,350.07,0.0,2.42,0.0
포테이토스페셜레귤러,116,42.36,17.88,11.42,4.59,518.59,0.0,6.36,0.0
포테이토스페셜스크린,147,61.0,30.76,19.92,7.09,773.35,0.0,10.48,0.0
포테이토스페셜치크,165,50.76,51.72,32.91,9.26,1449.96,0.0,12.57,0.0
포테이토스페셜팬,126,68.86,11.56,8.55,4.75,398.25,0.0,7.6,0.0
포테이토스페셜피타,125,40.17,22.37,20.21,5.07,546.25,0.0,11.66,0.0
포테이토킹스크린,132,0.0,17.42,0.0,8.71,644.56,0.0,14.65,0.0
포테이토킹피타,103,0.0,13.39,0.0,6.7,302.51,0.0,14.42,0.0
포테이토킹피쉬맨갈릭스크린,127,0.0,18.8,0.0,9.02,699.9,0.0,13.72,0.0
포테이토킹피쉬맨갈릭피타,111,0.0,13.54,0.0,7.55,382.06,0.0,15.54,0.0
포테이토피자,194,0.0,47.49,0.0,11.45,1686.83,0.0,14.16,0.0
포테토고구마피자,196,0.0,38.22,0.0,16.07,1927.46,0.0,12.74,0.0
프리미엄갈릭치킨바베큐피자,100,0.0,15.23,0.0,4.58,435.8,0.0,2.67,0.0
프리미엄게살몽땅,100,0.0,15.18,0.0,4.39,478.74,0.0,4.56,0.0
프리미엄다독이,100,0.0,13.58,0.0,5.74,399.9,0.0,4.91,0.0
프리미엄데리치킨피자,100,0.0,13.31,0.0,4.54,474.02,0.0,2.7,0.0
프리미엄랍스타,100,0.0,13.5,0.0,4.88,435.02,0.0,4.75,0.0
프리미엄쉬림프골드,100,0.0,12.83,0.0,5.12,580.79,0.0,3.34,0.0
프리미엄시크릿가든,100,0.0,15.77,0.0,3.75,505.32,0.0,5.25,0.0
프리미엄씨푸드아일랜드,100,0.0,13.08,0.0,3.55,470.17,0.0,4.24,0.0
프리미엄오마이립,100,0.0,15.25,0.0,5.34,432.29,0.0,4.98,0.0
프리미엄크레이지불새피자,100,0.0,15.63,0.0,5.28,539.85,0.0,2.77,0.0
프리미엄포테이토골드,100,0.0,11.06,0.0,4.12,409.12,0.0,3.68,0.0
프리미엄하와이안쉬림프피자,100,0.0,12.66,0.0,5.39,476.05,0.0,1.34,0.0
프리미엄베이컨피자씬,173,0.0,43.25,0.0,20.76,1211.0,0.0,15.57,0.0
프리미엄베이컨피자씬,139,0.0,27.8,0.0,13.9,778.4,0.0,9.73,0.0
프리미엄베이컨피자팬,173,0.0,41.52,0.0,5.19,1212.73,0.0,12.11,0.0
프리미엄치킨바베큐피자씬,160,0.0,40.0,0.0,8.0,1150.4,0.0,19.2,0.0
프리미엄치킨바베큐피자씬,171,0.0,46.17,0.0,8.55,1311.57,0.0,22.23,0.0
프리미엄치킨바베큐피자팬,164,0.0,47.56,0.0,9.84,1307.08,0.0,11.48,0.0
프리미엄치킨바베큐피자팬,131,0.0,30.13,0.0,6.55,835.78,0.0,6.55,0.0
피쉬맨갈릭스크린,133,0.0,20.88,0.0,12.24,883.92,0.0,14.76,0.0
피쉬맨갈릭피타,102,0.0,11.83,0.0,7.55,272.44,0.0,12.75,0.0
핀치즈,159,0.0,34.98,0.0,1.59,1257.69,0.0,14.31,0.0
하와이안쉬림프피자,104,0.0,13.31,0.0,7.18,604.24,0.0,3.02,0.0
하와이안딜라이트오리진,101,0.0,13.36,0.0,6.96,362.18,0.0,4.41,0.0
하와이안딜라이트치즈캡,113,0.0,17.96,0.0,7.79,501.31,0.0,5.84,0.0
하와이안피자씬,135,0.0,24.3,0.0,12.15,577.8,0.0,10.8,0.0
하와이안피자씬,168,0.0,36.96,0.0,18.48,898.8,0.0,18.48,0.0
하와이안피자팬,138,0.0,22.08,0.0,11.04,852.84,0.0,6.9,0.0
하와이언라이스골드,146,0.0,34.37,0.0,7.69,319.58,0.0,10.21,0.0
하와이언라이스바이트,156,0.0,38.25,0.0,10.26,276.06,0.0,4.4,0.0
하와이언백미떡도우,185,0.0,31.06,0.0,12.36,537.05,0.0,8.51,0.0
하와이언석쇠,101,0.0,16.75,0.0,4.84,173.59,0.0,2.65,0.0
하와이언치즈크러스트,126,0.0,27.28,0.0,6.48,263.2,0.0,5.48,0.0
하와이언팬,101,0.0,16.75,0.0,4.84,173.59,0.0,2.65,0.0
하와이언흑미떡도우,185,0.0,32.06,0.0,12.99,537.05,0.0,8.51,0.0
하와이언피자,176,0.0,48.96,0.0,19.54,1580.13,0.0,12.04,0.0
한우레드핫스테이크라이스골드,194,0.0,42.48,0.0,6.76,637.86,0.0,11.4,0.0
한우레드핫스테이크라이스바이트,204,0.0,44.23,0.0,9.06,899.43,0.0,14.7,0.0
한우레드핫스테이크백미떡도우,140,0.0,15.83,0.0,3.17,378.14,0.0,6.66,0.0
한우레드핫스테이크석쇠,149,0.0,23.74,0.0,4.54,427.94,0.0,7.39,0.0
한우레드핫스테이크치즈크러스트,174,0.0,35.58,0.0,5.75,545.02,0.0,9.59,0.0
한우레드핫스테이크팬,157,0.0,26.43,0.0,5.05,454.75,0.0,7.84,0.0
한우레드핫스테이크흑미떡도우,140,0.0,16.21,0.0,3.41,378.14,0.0,6.66,0.0
한우불고기라이스골드,157,0.0,40.71,0.0,6.77,368.7,0.0,13.16,0.0
한우불고기라이스바이트,167,0.0,44.92,0.0,9.37,322.16,0.0,7.03,0.0
한우불고기백미떡도우,103,0.0,11.1,0.0,2.44,165.93,0.0,3.8,0.0
한우불고기석쇠,112,0.0,21.24,0.0,4.28,210.36,0.0,4.49,0.0
한우불고기치즈크러스트,137,0.0,32.92,0.0,5.71,308.03,0.0,7.86,0.0
한우불고기팬,119,0.0,24.24,0.0,4.86,228.05,0.0,4.83,0.0
한우불고기흑미떡도우,103,0.0,11.38,0.0,2.62,165.93,0.0,3.8,0.0
한우불고기라이스골드,167,0.0,46.89,0.0,10.12,450.33,0.0,13.43,0.0
한우불고기라이스바이트,175,0.0,48.16,0.0,9.12,637.75,0.0,13.72,0.0
한우불고기석쇠,125,0.0,26.19,0.0,5.32,263.14,0.0,5.62,0.0
한우불고기치즈크러스트,138,0.0,32.75,0.0,5.85,329.9,0.0,8.28,0.0
한우불고기팬,135,0.0,30.83,0.0,6.22,291.06,0.0,6.16,0.0
한우불고기팬,100,0.0,15.98,0.0,2.7,401.54,0.0,2.99,0.0
한우송이치크,171,58.33,53.51,36.57,17.05,1486.01,0.0,15.89,0.0
한우송이피타,122,32.37,22.21,22.79,9.56,622.45,0.0,14.21,0.0
한우송이피자스크린,136,50.48,26.7,21.53,10.62,880.36,0.0,12.17,0.0
한우송이피자팬,152,68.16,31.72,22.78,13.96,784.84,0.0,13.38,0.0
한우핫불고기라이스골드,157,0.0,40.71,0.0,6.77,368.7,0.0,13.16,0.0
한우핫불고기라이스바이트,167,0.0,44.92,0.0,9.37,322.16,0.0,7.03,0.0
한우핫불고기백미떡도우,103,0.0,11.1,0.0,2.44,165.93,0.0,3.8,0.0
한우핫불고기석쇠,112,0.0,21.24,0.0,4.28,210.36,0.0,4.49,0.0
한우핫불고기치즈크러스트,137,0.0,32.92,0.0,5.71,308.03,0.0,7.86,0.0
한우핫불고기팬,119,0.0,24.24,0.0,4.86,228.05,0.0,4.83,0.0
한우핫불고기흑미떡도우,103,0.0,11.38,0.0,2.62,165.93,0.0,3.8,0.0
한우핫불고기라이스골드,147,0.0,36.93,0.0,7.92,319.06,0.0,10.05,0.0
한우핫불고기라이스바이트,155,0.0,38.07,0.0,7.04,483.31,0.0,10.29,0.0
한우핫불고기석쇠,105,0.0,18.89,0.0,3.76,165.78,0.0,3.46,0.0
한우핫불고기치즈크러스트,118,0.0,24.51,0.0,4.2,220.01,0.0,5.66,0.0
한우핫불고기팬,115,0.0,22.86,0.0,4.52,187.43,0.0,3.86,0.0
핫바비큐스크린,137,0.0,22.19,0.0,16.58,604.72,0.0,15.76,0.0
핫바비큐피타,117,0.0,16.03,0.0,14.04,483.33,0.0,11.11,0.0
핫스파이스피자,188,0.0,48.88,0.0,20.68,1819.84,0.0,7.52,0.0
핫치킨피자씬,100,0.0,18.03,0.0,2.82,350.98,0.0,6.86,0.0
핫치킨피자,178,131.72,42.72,14.6,28.48,1192.6,17.8,7.12,0.0
핫치킨피자,183,0.0,41.54,0.0,13.65,1100.2,0.0,12.19,0.0
핸즈업미트,118,0.0,17.82,0.0,10.86,461.85,0.0,12.15,0.0
핸즈업치즈,117,0.0,13.57,0.0,9.59,459.34,0.0,16.26,0.0
허니치킨피자,179,0.0,48.69,0.0,18.8,746.54,0.0,10.49,0.0
화이트갈릭레귤러,106,34.5,16.76,11.02,3.43,426.52,0.0,6.92,0.0
화이트갈릭스크린,137,53.83,28.53,24.3,8.85,863.26,0.0,13.79,0.0
화이트갈릭치크,155,44.27,48.43,37.41,11.24,1523.32,0.0,16.37,0.0
화이트갈릭팬,115,60.04,10.8,10.14,3.56,483.91,0.0,8.43,0.0
화이트갈릭피타,120,34.19,23.86,26.36,7.29,594.25,0.0,14.93,0.0
특롤케익,70,22.4,3.5,6.3,13.3,75.6,136.5,2.8,0.0
곡발아식빵,70,18.9,3.5,2.1,2.1,203.0,3.5,1.05,0.0
가나슈생크림빵,80,28.8,4.0,9.6,9.6,67.2,21.6,5.6,0.0
가또쇼콜라파티,60,20.0,3.0,18.0,12.0,95.0,70.0,8.0,0.32
가을품은고구마,60,15.6,1.8,6.6,6.0,120.0,0.0,3.6,0.0
가을이그리운밤,68,20.4,2.72,9.52,7.48,136.0,0.0,5.44,0.0
갈릭러스크,80,22.4,2.4,16.0,8.0,280.0,36.0,10.4,0.4
갈릭바게뜨,100,51.14,9.48,14.02,13.15,507.39,0.0,5.81,0.0
갈릭앤치즈브레드,100,36.87,10.38,18.14,4.49,516.79,0.0,8.37,0.0
거울공주미미,65,26.0,3.0,18.0,19.0,105.0,60.0,8.0,0.33
건포도빵,100,46.72,7.81,11.32,8.21,370.33,0.0,0.75,0.0
검은콩흑미이야기,70,21.0,4.2,2.1,2.8,177.8,8.4,0.7,0.0
고구마데니쉬,74,25.16,2.22,6.66,7.4,53.28,11.1,2.96,0.0
고구마맛스폰지,70,19.6,2.8,9.1,12.6,72.8,48.3,4.9,0.0
고구마생크림,70,16.8,2.1,7.0,8.4,52.5,38.5,4.2,0.0
고구마소보루빵,90,50.0,6.0,8.0,17.0,240.0,30.0,3.0,0.15
고구마쉬폰,70,13.3,1.4,8.4,7.7,42.0,39.9,4.9,0.0
고구마크림데니쉬,100,52.77,5.7,15.37,12.13,177.66,0.0,5.21,0.0
고구마크림빵,73,23.36,2.92,3.65,8.03,40.88,17.52,2.19,0.0
고구마크림치즈패스츄리,100,46.99,7.21,16.01,14.13,304.42,0.0,4.99,0.0
고소한고구마생크림,70,16.8,2.1,7.0,9.1,56.0,41.3,3.5,0.0
고소한호두롤,70,18.9,3.5,7.7,10.5,87.5,73.5,1.4,0.0
고소한핑거스틱,100,47.0,8.0,4.5,14.0,240.0,100.0,2.0,0.09
고소함가득곡물브레드,120,60.0,9.0,8.0,16.0,390.0,5.0,2.5,0.0
곡물롤케익프레젠용,69,20.7,3.45,9.66,12.42,68.31,98.67,4.83,0.0
과일생크림미니,70,14.0,1.4,7.0,9.8,50.4,28.0,4.9,0.0
구름처럼푹신한크림빵,60,14.4,2.4,7.2,4.8,84.0,18.0,4.8,0.3
그시절옥수수카스테라,100,44.0,5.0,18.0,20.0,270.0,110.0,7.0,0.0
그대로토스트,70,28.0,5.0,7.0,3.0,310.0,10.0,3.0,0.08
그랜드카페모카,70,22.0,3.0,16.0,17.0,120.0,90.0,7.0,0.18
그레이프머핀,62,21.08,2.48,9.3,12.4,173.6,34.1,3.1,0.0
그루에,47,13.16,1.41,4.7,7.05,28.2,30.55,2.82,0.0
그린미니본델리슈,50,14.5,1.5,1.0,12.0,12.5,37.5,0.5,0.0
그린본델리슈,50,14.5,1.5,1.0,12.0,12.5,37.5,0.5,0.0
그린콩생크림빵,70,21.7,2.8,8.4,9.8,129.5,9.8,4.2,0.0
글레이즈드,100,44.45,7.13,25.93,7.37,591.08,0.0,7.02,0.0
까망베르치즈머핀,115,67.85,8.05,27.6,33.35,460.0,74.75,9.2,0.0
까망베르치즈생크림,52,8.32,1.04,5.2,5.72,41.08,25.48,3.12,0.0
꼬마버스타요친구들,65,23.0,3.0,18.0,14.0,100.0,80.0,8.0,0.24
꽃다발한아름케이크,70,14.0,3.5,7.0,7.0,98.0,38.5,3.5,0.0
꽃밭에서붕붕벌,55,19.0,2.0,18.0,11.0,90.0,60.0,8.0,0.37
나를위한선택,70,20.3,4.9,3.5,3.5,175.0,38.5,1.05,0.0
내가찾던모카케이크,60,17.0,3.0,18.0,17.0,90.0,80.0,8.0,0.3
내가찾던초코케이크,60,19.0,3.0,18.0,12.0,90.0,65.0,8.0,0.28
녹차단팥먼치킨,50,11.0,1.5,4.0,4.0,90.0,0.0,2.3,0.0
녹차도라야끼,60,21.0,3.0,1.14,10.8,51.0,21.0,0.3,0.0
녹차롤,70,30.8,4.2,3.5,10.5,80.5,70.0,1.75,0.0
녹차만주,66,26.4,3.3,3.1,13.2,69.3,19.8,0.66,0.33
녹차빅글레이즈드,100,55.72,7.04,14.1,8.06,473.56,0.0,6.45,0.0
녹차생크림케익,58,9.86,1.74,5.8,6.38,22.62,33.64,3.48,0.0
녹차쉬폰,64,10.24,2.56,8.32,6.4,40.32,61.44,3.84,0.0
녹차카스테라,50,15.5,2.0,1.0,5.5,42.5,45.0,0.4,0.0
뉴욕치즈케익도넛,91,39.13,3.64,14.56,16.38,182.0,0.0,5.46,0.0
뉴치킨고로케,100,28.93,7.1,22.38,2.49,588.32,0.0,2.65,0.0
다크아몬드링,50,12.0,2.5,4.0,2.0,136.5,0.0,1.75,0.0
다크초콜릿마카다미아,100,55.77,7.75,32.11,24.14,312.02,0.0,6.19,0.0
단팥츄잉볼,90,54.0,4.5,9.0,17.1,63.0,58.5,4.5,0.0
단팥빵,75,30.0,3.0,2.62,15.75,150.0,15.0,1.5,0.0
단호박검은깨식빵,70,20.3,3.5,2.1,2.8,147.0,3.5,1.05,0.0
달콤옥수수크림샌드,60,15.0,1.8,3.42,3.0,126.0,0.6,1.86,0.0
달콤한타르트,73,24.82,3.65,10.95,5.84,67.89,22.63,4.38,0.0
담백하고쫄깃한뜯어먹는식빵,100,45.5,8.08,7.6,5.53,367.61,0.0,3.86,0.0
더블초코칩크러핀,86,36.12,5.16,14.62,2.58,86.0,0.0,3.78,0.0
더블초콜릿아이스드,60,19.2,2.4,7.8,8.4,78.0,0.0,4.2,0.0
더블생크림,70,21.0,3.5,3.5,2.8,182.0,7.0,2.1,0.0
더블초콜렛머핀,90,41.4,4.5,19.8,23.4,324.0,61.2,5.4,0.0
더블치즈베이글,80,32.8,9.6,6.4,2.4,408.0,14.4,3.2,0.0
더치카카오머핀,115,71.3,9.2,24.15,32.2,402.5,74.75,9.2,0.0
던킨글레이즈드,45,9.0,1.35,4.95,3.15,135.0,0.0,3.15,0.0
던킨리얼카페모카,100,49.91,5.53,24.86,5.28,426.69,0.0,7.36,0.0
던킨보스톤크림,100,38.92,5.04,22.76,4.4,399.66,0.0,10.03,0.0
던킨스트로베리필드,100,47.59,4.94,15.64,6.7,334.18,0.0,6.09,0.0
던킨올리브츄이스티,100,51.21,2.45,23.79,17.99,352.6,0.0,5.66,0.0
던킨카카오하니딥,100,43.93,4.41,29.7,15.99,459.5,0.0,8.02,0.0
던킨카카오후로스티드,100,47.8,6.6,27.45,13.49,472.75,0.0,10.45,0.0
던킨카푸치노츄이스티,100,52.84,2.22,24.56,17.89,297.31,0.0,6.78,0.0
데코레이션케익초코단호,47,17.39,0.94,6.58,5.17,22.09,39.48,3.73,0.0
데코레이션케익화이트단호,47,6.58,0.94,6.58,4.7,22.09,42.3,3.29,0.0
도라야끼,60,21.6,2.4,1.14,13.2,42.0,21.0,0.3,0.0
두유를넣은검은깨두부,50,15.5,1.5,3.5,3.0,125.0,3.5,1.35,0.0
두유를넣은초코두부,50,14.5,1.5,4.5,2.0,125.0,3.0,2.5,0.0
드림초코홀릭,60,16.2,1.8,10.8,6.0,72.0,0.0,5.4,0.0
디즈니,65,24.0,3.0,18.0,14.0,100.0,75.0,8.0,0.19
딸기듬뿍티라미스,70,22.0,3.0,6.0,12.0,115.0,25.0,6.0,0.25
딸기롤,67,18.09,2.68,8.71,11.39,35.51,55.61,4.69,0.0
딸기맛도너츠,60,18.6,1.8,3.0,5.4,99.6,0.0,1.19,0.0
딸기소프트케익,65,22.1,3.25,5.85,11.05,71.5,22.75,1.43,0.0
딸기쉐이크쉬폰,70,13.3,1.4,10.5,5.6,78.4,60.2,4.9,0.0
딸기요거트쉬폰,70,14.0,1.0,12.0,6.0,35.0,30.0,3.0,0.18
